Zip3,Zipcode,Z,ZipcodeType,City,State,Population,Density,TotalWages,Wealthy,HouseOfUnits,LandArea,WaterArea,Latitude,Longitude,NEBoundLatitude,NEBoundLongitude,SWBoundLatitude,SWBoungLongitude
294,29464,29464,Standard,Mount Pleasant,SC,43649,1467.686617,1094083177,25065.48093,21157,29.74,7.14,32.8234848,-79.8520818,32.8823888,-79.791746,32.766382,-79.917163
314,31408,31408,Standard,Savannah,GA,9952,407.8688525,97742981,9821.441017,3438,24.4,0.44,32.1047515,-81.1747498,32.1683399,-81.096333,32.0625001,-81.2447239
775,77571,77571,Standard,La Porte,TX,35666,1020.486409,769311103,21569.87335,13658,34.95,6.29,29.6814047,-95.0494602,29.764484,-94.9548169,29.594064,-95.1146949
303,30336,30336,Standard,Atlanta,GA,971,93.27569645,31812487,32762.60247,460,10.41,0.23,33.7489465,-84.5484275,33.7903341,-84.4944229,33.691378,-84.6323329
770,77020,77020,Standard,Houston,TX,25464,3690.434783,242110745,9507.962025,9384,6.9,0.12,29.7692001,-95.3154784,29.799291,-95.2851671,29.746771,-95.3521289
604,60421,60421,Standard,Elwood,IL,3968,97.27874479,88042809,22188.20791,1570,40.79,0.15,41.4057538,-88.1096118,41.4887109,-88.0203839,41.377446,-88.1705
907,90731,90731,Standard,San Pedro,CA,59662,6492.056583,940784609,15768.57311,23914,9.19,6.44,33.7241323,-118.2643567,33.7820801,-118.209289,33.696923,-118.3283451
752,75233,75233,Standard,Dallas,TX,14043,4058.67052,151602677,10795.60471,4966,3.46,0,32.7049103,-96.8726295,32.72533,-96.854324,32.6888761,-96.891483
322,32226,32226,Standard,Jacksonville,FL,15761,184.3391813,374996074,23792.65745,6068,85.5,25.91,30.4573359,-81.4937993,30.5859,-81.3887049,30.2660451,-81.6456751
908,90802,90802,Standard,Long Beach,CA,39347,6072.067901,686578828,17449.33103,23071,6.48,8.46,33.7415317,-118.1941785,33.7815359,-118.1659901,33.7144679,-118.248966
601,60106,60106,Standard,Bensenville,IL,20309,2264.102564,339835417,16733.24226,7444,8.97,0.1,41.9508814,-87.9432837,41.9933779,-87.914989,41.9247521,-87.9736399
301,30106,30106,Standard,Austell,GA,20300,1637.096774,289005163,14236.70754,8684,12.4,0.03,33.8417064,-84.6322156,33.8695229,-84.5669939,33.800739,-84.6807479
760,76052,76052,Standard,Haslet,TX,15995,353.01258,386946305,24191.70397,5318,45.31,0.11,32.9843533,-97.3840729,33.038853,-97.316942,32.9197921,-97.452606
72,7201,7201,Standard,Elizabeth,NJ,26263,3949.323308,294447937,11211.5119,9337,6.65,0.38,40.6669059,-74.2040745,40.6907379,-74.1367031,40.6548,-74.2172631
331,33166,33166,Standard,Miami,FL,23038,2456.076759,439612651,19082.06663,8574,9.38,1.48,25.8235041,-80.3101684,25.869573,-80.2616911,25.80306,-80.354626
212,21224,21224,Standard,Baltimore,MD,49134,5188.384372,876200844,17832.8824,23112,9.47,3.43,39.2713976,-76.5603828,39.3065029,-76.468965,39.2184079,-76.586889
606,60638,60638,Standard,Chicago,IL,55026,4957.297297,990822809,18006.44802,21397,11.1,0,41.7887483,-87.7664934,41.818627,-87.624724,41.753929,-87.8047879
462,46225,46225,Standard,Indianapolis,IN,7319,1811.633663,71819128,9812.696817,3594,4.04,0.11,39.7379842,-86.1599149,39.7687029,-86.116539,39.6400499,-86.1899059
402,40219,40219,Standard,Louisville,KY,38032,2642.946491,465039221,12227.57733,16623,14.39,0.22,38.1422302,-85.6743082,38.1745589,-85.6373189,38.111115,-85.748962
946,94607,94607,Standard,Oakland,CA,24978,4233.559322,352869660,14127.21835,12086,5.9,1.18,37.8134679,-122.307917,37.832947,-122.2595771,37.7880281,-122.346681
71,7114,7114,Standard,Newark,NJ,14748,1979.597315,83639461,5671.240914,4756,7.45,1.17,40.6967435,-74.1650991,40.7273208,-74.117267,40.671347,-74.212693
902,90220,90220,Standard,Compton,CA,49328,7138.639653,511244926,10364.19328,13498,6.91,0.04,33.8803536,-118.2351192,33.9089991,-118.2136349,33.846572,-118.2652789
381,38109,38109,Standard,Memphis,TN,46594,692.2299807,480202254,10306.09636,18891,67.31,2.79,35.0277217,-90.1401381,35.1090609,-90.031329,34.9947078,-90.3102978
70,7032,7032,Standard,Kearny,NJ,40684,4638.996579,689058725,16936.84802,14180,8.77,1.16,40.7593718,-74.1181234,40.786614,-74.0737439,40.7159629,-74.165018
235,23501,23501,Standard,NORFOLK,VA,X,X,X,X,X,X,X,36.84,-76.28,X,X,X,X
754,75432,75432,Standard,Cooper,TX,3323,31.39051578,40152215,12083.12218,1517,105.86,7.52,33.3765235,-95.6668306,33.487114,-95.5056089,33.306731,-95.8011249
600,60007,60007,Standard,Elk Grove Village,IL,33820,2401.988636,876217782,25908.27268,14168,14.08,0.37,42.0113617,-88.0020589,42.0430128,-87.922217,41.9828199,-88.063169
329,32966,32966,Standard,Vero Beach,FL,15626,53.68652512,177774025,11376.80948,10379,291.06,10.71,27.7562992,-80.7657804,27.823635,-80.42208,27.55119,-80.8996301
300,30071,30071,Standard,Norcross,GA,23005,1925.104603,295300119,12836.3451,8121,11.95,0.04,33.9397523,-84.2173403,33.9804589,-84.1292969,33.905538,-84.2648761
372,37204,37204,Standard,Nashville,TN,12031,1625.810811,296997346,24686.00665,5683,7.4,0,36.1003494,-86.7718017,36.134598,-86.7462989,36.07937,-86.802939
305,30518,30518,Standard,Buford,GA,45211,1137.669854,811725891,17954.16803,16972,39.74,7.2,34.1199318,-84.0378894,34.1953119,-83.941769,34.0626785,-84.1098939
750,75019,75019,Standard,Coppell,TX,38666,2347.662417,1566052617,40502.0591,14346,16.47,1.8,32.9618763,-96.9960925,32.9938849,-96.935479,32.9245389,-97.032623
286,28625,28625,Standard,Statesville,NC,36189,184.8830081,565453243,15625.00326,15547,195.74,1.27,35.8509953,-80.8765205,36.0262259,-80.6975609,35.7430879,-81.0986729
932,93291,93291,Standard,Visalia,CA,52849,624.397448,684491962,12951.84321,16362,84.64,0.14,36.3696012,-119.3947135,36.4694949,-119.2866151,36.2977821,-119.4926429
302,30297,30297,Standard,Forest Park,GA,27188,2478.395624,233842567,8600.947734,10559,10.97,0.06,33.6134652,-84.3857442,33.651044,-84.3142959,33.574677,-84.4106218
282,28208,28208,Standard,Charlotte,NC,34167,1552.339846,309902291,9070.222466,14892,22.01,0.03,35.212973,-80.9097127,35.2822211,-80.8547949,35.189578,-80.9655239
495,49512,49512,Standard,Grand Rapids,MI,15448,682.9354553,263737854,17072.62131,7881,22.62,0.22,42.8846539,-85.5509164,42.9197828,-85.4626359,42.8405999,-85.612644
917,91761,91761,Standard,Ontario,CA,56913,1951.079877,897581854,15771.12178,16038,29.17,0.01,34.0348144,-117.5848025,34.068701,-117.5240961,33.985674,-117.654812
641,64116,64116,Standard,Kansas City,MO,15318,1410.497238,299603414,19558.912,8032,10.86,0.74,39.1584696,-94.5727598,39.1829538,-94.5330929,39.109763,-94.608519
441,44125,44125,Standard,Cleveland,OH,28730,2018.973999,432603386,15057.54911,12919,14.23,0.29,41.4051673,-81.614468,41.44764,-81.577786,41.3508629,-81.673733
481,48108,48108,Standard,Ann Arbor,MI,26164,1541.779611,666763111,25483.98987,11517,16.97,0.04,42.2129167,-83.7305392,42.259158,-83.660898,42.18429,-83.797889
88,8862,8862,XX,PERTH AMBOY,NJ,1430,XX,XX,XX,XX,XX,XX,40.52,-74.27,XX,XX,XX,XX
73,7305,7305,Standard,Jersey City,NJ,60104,10344.92255,1134626659,18877.72293,24433,5.81,0.33,40.7008528,-74.0887576,40.718694,-74.033981,40.663954,-74.1107349
900,90001,90001,Standard,Los Angeles,CA,57110,16317.14286,421709138,7384.155805,13788,3.5,0,33.9697897,-118.2468148,33.9894491,-118.231599,33.948139,-118.265182
945,94577,94577,Standard,San Leandro,CA,45560,5590.184049,934467054,20510.69039,17714,8.15,1.37,37.7199247,-122.1689284,37.7450099,-122.119075,37.6826851,-122.209269
296,29651,29651,Standard,Greer,SC,42844,473.0484708,693713152,16191.60564,17614,90.57,2.34,34.8542647,-82.1931149,35.092292,-82.109732,34.79857,-82.3454939
237,23703,23703,Standard,Portsmouth,VA,25739,1819.010601,470663746,18286.01523,10536,14.15,9.86,36.903547,-76.3753046,36.9510589,-76.323165,36.8375479,-76.420368
21,2127,2127,Standard,Boston,MA,31799,15742.07921,945515117,29734.11481,16409,2.02,0.61,42.3364553,-71.0349193,42.3490478,-71.0069679,42.3214598,-71.062867
802,80216,80216,Standard,Denver,CO,10924,1040.380952,113895957,10426.21357,3385,10.5,0.08,39.7845048,-104.9797753,39.8155959,-104.891808,39.758835,-104.998908
751,75172,75172,Standard,Wilmer,TX,3956,339.2795883,37410202,9456.572801,1398,11.66,0.15,32.6028355,-96.679851,32.6409529,-96.642339,32.5780409,-96.7121261
293,29301,29301,Standard,Spartanburg,SC,31051,1133.66192,451629488,14544.76468,13806,27.39,0.21,34.9306384,-82.0189155,34.9752839,-81.9335799,34.891022,-82.0838639
780,78045,78045,Standard,Laredo,TX,54713,75.61953202,828941434,15150.72166,16209,723.53,3.76,27.8186842,-99.6786894,28.198636,-99.3895381,27.56446,-100.2121889
366,36603,36603,Standard,Mobile,AL,7922,1232.037325,52146426,6582.482454,3628,6.43,1.5,30.6628121,-88.0411993,30.7187029,-88.0195849,30.6440631,-88.0777329
800,80011,80011,Standard,Aurora,CO,47461,1925.395538,526324713,11089.62544,17531,24.65,0.07,39.7542465,-104.7871004,39.776161,-104.7188339,39.7094618,-104.853681
984,98421,98421,Standard,Tacoma,WA,1308,196.101949,,,27,6.67,1.61,47.2634707,-122.3868725,47.287583,-122.357984,47.2335239,-122.4383309
333,33316,33316,Standard,Fort Lauderdale,FL,10044,1984.980237,401101635,39934.45191,7701,5.06,1.43,26.0977657,-80.1261093,26.131177,-80.099949,26.053133,-80.143661
906,90670,90670,Standard,Santa Fe Springs,CA,14866,1757.210402,260091846,17495.75178,4616,8.46,0.04,33.9414796,-118.0712981,33.970255,-118.0288879,33.8826291,-118.098767
482,48209,48209,Standard,Detroit,MI,32262,4772.485207,207652172,6436.432087,12298,6.76,0.13,42.3004321,-83.1166438,42.32723,-83.0740018,42.2735561,-83.146312
981,98134,98134,Standard,Seattle,WA,644,191.0979228,24144410,37491.31988,236,3.37,0.73,47.583863,-122.3406748,47.5992199,-122.3171741,47.5421959,-122.364466
432,43217,43217,Standard,Columbus,OH,2602,634.6341463,21142590,8125.514988,903,4.1,0,39.8124347,-82.9340217,40.0318251,-82.90563,39.800159,-83.0303
925,92551,92551,Standard,Moreno Valley,CA,30815,5249.574106,363566494,11798.36099,8114,5.87,0.1,33.878638,-117.226457,33.913709,-117.201991,33.8572798,-117.247472
383,38372,38372,Standard,Savannah,TN,17595,55.30236359,198816896,11299.62467,8459,318.16,9.61,35.1564908,-88.1291387,35.423614,-87.980949,35.0059269,-88.3212801
554,55418,55418,Standard,Minneapolis,MN,29472,4346.902655,592337382,20098.30965,13862,6.78,0.13,45.0196219,-93.2355522,45.0357441,-93.207713,45.003498,-93.282696
328,32824,32824,Standard,Orlando,FL,37401,1203.76569,488521825,13061.73164,13011,31.07,0.18,28.3756472,-81.3619402,28.541998,-81.26915,28.347879,-81.406421
701,70115,70115,Standard,New Orleans,LA,31695,8168.814433,679787661,21447.78864,19083,3.88,0.51,29.9219677,-90.1073935,29.942749,-90.0697341,29.909206,-90.1258909
972,97203,97203,Standard,Portland,OR,31042,3480.044843,406940030,13109.33671,12153,8.92,1.58,45.6008356,-122.760606,45.6564381,-122.6912501,45.567516,-122.800167
307,30701,30701,Standard,Calhoun,GA,40053,264.5508587,476924581,11907.3373,15825,151.4,1.33,34.5156085,-84.9609464,34.5885869,-84.788759,34.391096,-85.1438279
190,19020,19020,Standard,Bensalem,PA,55493,3218.851508,1173250230,21142.31038,23235,17.24,1.09,40.0994425,-74.9325683,40.1537239,-74.8981199,40.048595,-74.985254
923,92311,92311,Standard,Barstow,CA,31894,128.4080844,380583714,11932.76836,13151,248.38,0.01,34.9744981,-116.9616941,35.26531,-116.65545,34.69198,-117.291322
20,2038,2038,Standard,Franklin,MA,31635,1187.945926,1034537207,32702.29831,11394,26.63,0.4,42.0870521,-71.4061876,42.1396371,-71.3593329,42.034895,-71.455904
284,28401,28401,Standard,Wilmington,NC,22094,914.486755,221277005,10015.25324,11685,24.16,4.99,34.3023653,-77.9852853,34.393961,-77.88757,34.189807,-78.0415159
295,29555,29555,Standard,Johnsonville,SC,6440,69.97718135,72692401,11287.63991,2656,92.03,1.38,33.8552734,-79.4478858,33.9748469,-79.309713,33.753215,-79.636791
370,37086,37086,Standard,La Vergne,TN,31513,1207.394636,490952948,15579.37829,11274,26.1,0.19,36.0290209,-86.5501654,36.0925171,-86.4952859,35.9545349,-86.6198849
325,32514,32514,Standard,Pensacola,FL,37399,1916.914403,508962885,13608.99717,17761,19.51,0.51,30.5327462,-87.2120599,30.5852189,-87.1608089,30.476449,-87.266682
373,37388,37388,Standard,Tullahoma,TN,24494,264.4569208,368318377,15037.08569,11097,92.62,4.1,35.352762,-86.1955169,35.4518199,-86.044923,35.2452648,-86.3619669
336,33605,33605,Standard,Tampa,FL,17073,2180.45977,168173183,9850.242078,7995,7.83,1.39,27.9565429,-82.4265217,27.9811929,-82.397525,27.902539,-82.4512709
660,66021,66021,Standard,Edgerton,KS,2612,54.65578573,51718805,19800.46133,1027,47.79,1.1,38.7657946,-95.0078451,38.840615,-94.9189271,38.6625309,-95.093409
272,27284,27284,Standard,Kernersville,NC,51136,639.9199099,997453411,19505.8943,22239,79.91,0.64,36.1322707,-80.0758425,36.229552,-79.9853299,36.004139,-80.1681781
605,60502,60502,Standard,Aurora,IL,21873,2091.108987,757864849,34648.4181,8200,10.46,0.16,41.7773033,-88.2558525,41.8372729,-88.2207139,41.7464559,-88.301603
841,84104,84104,Standard,Salt Lake City,UT,24869,1171.408384,252812794,10165.78045,7579,21.23,0.01,40.7434064,-111.9880199,40.773317,-111.906445,40.7183291,-112.091345
273,27357,27357,Standard,Stokesdale,NC,7894,186.0914663,143849919,18222.69052,3340,42.42,1.78,36.253766,-79.9864071,36.334141,-79.8913319,36.2068,-80.040142
281,28119,28119,Standard,Morven,NC,2801,42.44582513,23678522,8453.595859,1279,65.99,0.32,34.8589845,-80.0199562,34.933844,-79.882407,34.806492,-80.1749069
173,17331,17331,Standard,Hanover,PA,50292,663.4828496,984441347,19574.51179,21115,75.8,2.09,39.7526223,-76.9412601,39.874182,-76.755912,39.7197989,-77.1091729
371,37138,37138,Standard,Old Hickory,TN,22191,1250.197183,482209033,21729.93705,9482,17.75,3.35,36.2427836,-86.6258353,36.303505,-86.545616,36.1984409,-86.688723
661,66105,66105,Standard,Kansas City,KS,2924,870.2380952,20294001,6940.492818,1025,3.36,0.16,39.0860093,-94.6321217,39.0990051,-94.6071361,39.075128,-94.672693
631,63147,63147,Standard,Saint Louis,MO,11373,1937.478705,108213381,9514.93722,4745,5.87,0.89,38.6999486,-90.2197765,38.7290611,-90.18145,38.652423,-90.255774
420,42038,42038,Standard,Eddyville,KY,5298,60.52090473,57282455,10812.09041,2851,87.54,11.31,36.981149,-88.050979,37.181819,-87.891206,36.879951,-88.1506321
483,48371,48371,Standard,Oxford,MI,23155,542.0177903,562044606,24273.14213,8824,42.72,1.61,42.8414657,-83.2720082,42.912327,-83.2008901,42.7946929,-83.3780709
472,47274,47274,Standard,Seymour,IN,28770,136.1055918,472660646,16428.94147,12474,211.38,2.15,38.9572194,-85.8895551,39.10001,-85.777171,38.7805588,-86.1439349
461,46168,46168,Standard,Plainfield,IN,30309,939.8139535,558698715,18433.42621,11484,32.25,0.23,39.6886583,-86.3883506,39.8067459,-86.335641,39.6306809,-86.5274039
321,32140,32140,Standard,Florahome,FL,1741,63.35516739,20179686,11590.85928,865,27.48,1.34,29.7578109,-81.8552196,29.857764,-81.5534781,29.4549099,-81.9133289
452,45214,45214,Standard,Cincinnati,OH,8738,3849.339207,64151586,7341.678416,5088,2.27,0,39.1172819,-84.5300827,39.13732,-84.508895,39.107354,-84.576691
705,70522,70522,XX,CENTERVILLE,LA,887,XX,XX,XX,XX,XX,XX,29.76,-91.42,XX,XX,XX,XX
317,31750,31750,Standard,Fitzgerald,GA,18687,66.36951271,181058988,9689.034516,8382,281.56,4.85,31.7664035,-83.2077645,31.8519869,-83.006382,31.601205,-83.4061551
700,70094,70094,Standard,Westwego,LA,31669,893.0908065,393975462,12440.41372,12879,35.46,5.32,29.8582178,-90.2057108,29.9698421,-90.1273739,29.7891269,-90.310768
980,98032,98032,Standard,Kent,WA,33853,2024.700957,621075250,18346.23962,14451,16.72,0.29,47.4116866,-122.245159,47.4412329,-122.2174989,47.34633,-122.3094171
952,95215,95215,Standard,Stockton,CA,23224,245.2893959,233324616,10046.70238,7298,94.68,0.21,37.9434927,-121.1481284,38.065847,-121.0056969,37.850311,-121.257816
465,46516,46516,Standard,Elkhart,IN,33501,1887.380282,404871388,12085.35232,14209,17.75,0.86,41.6792072,-85.9406745,41.706075,-85.8703741,41.6267,-86.061359
850,85043,85043,Standard,Phoenix,AZ,30560,1593.326382,357925266,11712.2142,9443,19.18,0,33.4304026,-112.2026347,33.465977,-112.151735,33.388613,-112.24573
773,77338,77338,Standard,Humble,TX,33971,1283.377408,496759933,14623.05887,13017,26.47,0.88,29.9956304,-95.2788926,30.040436,-95.199609,29.969563,-95.3975409
180,18020,18020,Standard,Bethlehem,PA,20447,1478.452639,524896657,25671.08412,7772,13.83,0.22,40.6702816,-75.329557,40.7062839,-75.2761289,40.622181,-75.3763909
280,28034,28034,Standard,Dallas,NC,16642,366.9680265,229317283,13779.43054,7004,45.35,0.37,35.3532989,-81.1857736,35.4156259,-81.1169731,35.29141,-81.253843
799,79912,79912,Standard,El Paso,TX,77161,3276.475584,1431668068,18554.29645,30690,23.55,0.18,31.8586994,-106.5466221,31.915162,-106.4930651,31.79329,-106.5829391
306,30601,30601,Standard,Athens,GA,20835,882.8389831,155738362,7474.843389,9644,23.6,0.33,34.006845,-83.3468784,34.0593981,-83.288826,33.9479501,-83.405851
297,29730,29730,Standard,Rock Hill,SC,52365,436.2295901,694361728,13260.03491,22700,120.04,1.3,34.9037259,-81.0092062,34.988234,-80.8650391,34.806944,-81.1833218
330,33014,33014,Standard,Hialeah,FL,40654,6631.973899,600924535,14781.43688,14923,6.13,1.08,25.9109586,-80.3045967,25.9415671,-80.2582529,25.8797529,-80.3280119
480,48066,48066,Standard,Roseville,MI,47388,4810.964467,667812545,14092.43996,21303,9.85,0.03,42.5000719,-82.9394002,42.541678,-82.8995609,42.479526,-82.971239
723,72364,72364,Standard,Marion,AR,15831,218.2984004,272424507,17208.2943,6323,72.52,2.46,35.1926203,-90.2432307,35.43674,-90.070526,35.1166909,-90.301788
622,62207,62207,Standard,East Saint Louis,IL,8750,1313.813814,62940118,7193.156343,3857,6.66,0.09,38.5847215,-90.1261013,38.6145519,-90.0729209,38.549084,-90.1655929
891,89115,89115,Standard,Las Vegas,NV,58794,2350.819672,593679175,10097.61498,21384,25.01,0,36.3193563,-115.0228736,36.3557001,-114.927214,36.1836598,-115.1540061
774,77449,77449,Standard,Katy,TX,94382,3157.644697,1503133816,15926.06446,29238,29.89,0.16,29.8260177,-95.7510475,29.879925,-95.6832209,29.783214,-95.823611
80,8054,8054,Standard,Mount Laurel,NJ,41864,1929.21659,1361067606,32511.64738,18249,21.7,0.28,39.9358189,-74.9091853,40.000208,-74.8485501,39.9131919,-74.983717
338,33823,33823,Standard,Auburndale,FL,28874,928.1260045,394449748,13661.07044,12427,31.11,7.41,28.0776415,-81.8005724,28.1574581,-81.755112,28.010846,-81.876504
28,2861,2861,Standard,Pawtucket,RI,26178,7353.370787,457932835,17493.04129,11432,3.56,0.11,41.8817178,-71.3527473,41.8983989,-71.3339969,41.857681,-71.3749101
553,55369,55369,Standard,Osseo,MN,32524,1357.429048,895007868,27518.38236,13320,23.96,1.69,45.1255339,-93.4509124,45.1793899,-93.388916,45.0644921,-93.527267
468,46803,46803,Standard,Fort Wayne,IN,9758,1478.484848,65483891,6710.790223,4443,6.6,0.01,41.0714692,-85.1012477,41.1254008,-85.030202,41.053382,-85.245746
782,78219,78219,Standard,San Antonio,TX,15225,1109.693878,148569662,9758.270082,5890,13.72,0.12,29.4489141,-98.3910127,29.551213,-98.2644479,29.419638,-98.498592
928,92806,92806,Standard,Anaheim,CA,37173,4808.926261,586091456,15766.59016,12844,7.73,0.34,33.8362104,-117.8721676,33.8705699,-117.7874389,33.79305,-117.9012759
191,19148,19148,Standard,Philadelphia,PA,49732,11784.83412,626886777,12605.29995,21567,4.22,0.61,39.9120596,-75.1487007,39.9306353,-75.1288699,39.893009,-75.1755599
170,17011,17011,Standard,Camp Hill,PA,34586,2656.374808,723962713,20932.24753,14266,13.02,0.61,40.2257178,-76.9297354,40.280434,-76.882086,40.202833,-76.967829
114,11413,11413,Standard,Springfield Gardens,NY,38912,12552.25806,709930373,18244.51,12975,3.1,0.03,40.6679426,-73.7536695,40.6903821,-73.7322199,40.654212,-73.7679639
327,32703,32703,Standard,Apopka,FL,46207,910.3033885,650922630,14087.10001,18090,50.76,6.19,28.6539165,-81.5486728,28.711608,-81.4321839,28.5979001,-81.6581141
785,78577,78577,Standard,Pharr,TX,70840,2231.181102,522309394,7373.085743,22936,31.75,0.11,26.1509653,-98.1884949,26.260852,-98.1556529,26.053268,-98.258838
238,23847,23847,Standard,Emporia,VA,16962,60.36298932,161830570,9540.771725,6092,281,1.51,36.6907028,-77.6077865,36.8476541,-77.3313839,36.5446389,-77.7631829
681,68107,68107,Standard,Omaha,NE,29491,4468.333333,301389524,10219.71191,9996,6.6,0.2,41.2123169,-95.956825,41.231631,-95.910879,41.1907761,-95.984331
334,33406,33406,Standard,West Palm Beach,FL,26312,2959.730034,346427107,13166.12599,9522,8.89,0.1,26.6561841,-80.0926014,26.694742,-80.068203,26.631988,-80.1121672
731,73129,73129,Standard,Oklahoma City,OK,20126,1599.841017,131155433,6516.716337,7749,12.58,0,35.4318343,-97.4922407,35.4760809,-97.459026,35.391696,-97.5138091
905,90501,90501,Standard,Torrance,CA,43180,7683.274021,808795012,18730.77842,15364,5.62,0.04,33.8291867,-118.3169714,33.8591049,-118.2981579,33.8022161,-118.331822
950,95035,95035,Standard,Milpitas,CA,66943,2880.507745,1837135126,27443.27452,19874,23.24,0.06,37.4323716,-121.8993526,37.504886,-121.7765171,37.3961101,-121.9319049
174,17406,17406,Standard,York,PA,22156,447.1442987,446687335,20161.00988,9547,49.55,0.05,40.0097571,-76.6297189,40.1105121,-76.5263458,39.9387879,-76.7977508
759,75961,75961,Standard,Nacogdoches,TX,14910,53.79758254,151417401,10155.42596,6970,277.15,6.62,31.5941955,-94.5211935,31.821967,-94.2881589,31.3985111,-94.7951479
921,92154,92154,Standard,San Diego,CA,79708,2156.601732,1144187753,14354.74172,21206,36.96,0.76,32.5967198,-116.9028125,32.695595,-116.853122,32.534175,-117.142403
787,78744,78744,Standard,Austin,TX,42820,2000.934579,431806747,10084.23043,13720,21.4,0,30.196311,-97.730807,30.2223891,-97.6797001,30.144164,-97.8059628
494,49431,49431,Standard,Ludington,MI,16875,162.2596154,225769727,13378.94679,9608,104,19.58,43.9823555,-86.3984793,44.094825,-86.280205,43.833376,-86.513546
453,45365,45365,Standard,Sidney,OH,30561,190.4942966,478046749,15642.37914,12844,160.43,0.8,40.2833065,-84.1435136,40.380977,-84.006196,40.172474,-84.336463
761,76110,76110,Standard,Fort Worth,TX,30434,5302.090592,415267225,13644.8454,11027,5.74,0.05,32.7011609,-97.3354531,32.794246,-97.3116689,32.6843339,-97.366061
359,35967,35967,Standard,Fort Payne,AL,16630,133.04,190147808,11434.02333,7340,125,0.34,34.4111977,-85.7051116,34.5503709,-85.579408,34.264483,-85.950192
651,65115,65115,Standard,KANSAS CITY,KS,X,X,X,X,X,X,X,39.0915837,-94.8559035,X,X,X,X
347,34748,34748,Standard,Leesburg,FL,38246,939.9361022,332986499,8706.439863,21511,40.69,9.08,28.7898508,-81.8770671,28.8734331,-81.7779531,28.64389,-81.9649411
310,31069,31069,Standard,Perry,GA,18948,196.4541213,273091696,14412.69242,7967,96.45,0.92,32.4498466,-83.7411631,32.5341571,-83.5893409,32.3300891,-83.8776219
374,37406,37406,Standard,Chattanooga,TN,14627,1192.09454,117532246,8035.294045,6842,12.27,0.61,35.0675923,-85.2618987,35.106406,-85.203994,35.030476,-85.2943799
450,45014,45014,Standard,Fairfield,OH,43917,2023.824885,830122710,18902.08143,19376,21.7,0.26,39.3282373,-84.5536678,39.3667209,-84.466016,39.3015458,-84.6577329
15,1583,1583,Standard,West Boylston,MA,7591,601.9825535,167563662,22073.99052,2721,12.61,0.91,42.3789736,-71.785972,42.404854,-71.7419159,42.3215299,-71.8241621
410,41048,41048,Standard,Hebron,KY,13959,635.077343,362243644,25950.54402,4728,21.98,2.73,39.0871388,-84.7211074,39.147732,-84.6195509,39.036339,-84.80881
283,28302,28302,Standard,Fayetteville,NC,X,X,X,X,X,X,X,35.0746534,-79.0222715,X,X,X,X
531,53158,53158,Standard,Pleasant Prairie,WI,15917,524.4481054,416865360,26189.94534,6136,30.35,1.48,42.5216933,-87.8844309,42.56733,-87.7972719,42.49192,-87.9688719
551,55104,55104,Standard,Saint Paul,MN,43248,7124.876442,721816890,16690.17966,18536,6.07,0.05,44.9516643,-93.1629063,44.9702681,-93.126205,44.9341298,-93.20777
926,92630,92630,Standard,Lake Forest,CA,59182,6216.596639,1520603567,25693.68333,20785,9.52,0.09,33.6447519,-117.6845508,33.67548,-117.6247579,33.606985,-117.734642
210,21046,21046,Standard,Columbia,MD,15080,1935.815148,499070045,33094.83057,6262,7.79,0.06,39.166263,-76.8432663,39.202171,-76.7902159,39.1474259,-76.8840861
231,23139,23139,Standard,Powhatan,VA,24425,102.1624561,543597047,22255.76446,9358,239.08,1.91,37.5420482,-77.9188889,37.6934889,-77.707944,37.414857,-78.164603
953,95377,95377,Standard,Tracy,CA,30902,285.9972235,683697233,22124.69203,8819,108.05,0.03,37.6571548,-121.4684703,37.757959,-121.356849,37.5599039,-121.604834
895,89506,89506,Standard,Reno,NV,38379,406.0410495,634884062,16542.48579,13729,94.52,2.06,39.6837974,-119.8583772,39.8742839,-119.7445,39.5207361,-120.0004799
117,11735,11735,Standard,Farmingdale,NY,32098,3068.642447,852645777,26563.82881,11438,10.46,0.02,40.7245083,-73.4298073,40.7666739,-73.38571,40.704451,-73.4753241
287,28752,28752,Standard,Marion,NC,30600,124.9285539,341427224,11157.75242,13773,244.94,2.25,35.7158243,-82.0189155,35.9610061,-81.8963869,35.518001,-82.1926349
304,30401,30401,Standard,Swainsboro,GA,13500,53.39767423,127991469,9480.849556,5853,252.82,3.04,32.6202762,-82.345189,32.793573,-82.2323061,32.4080639,-82.4972899
275,27560,27560,Standard,Morrisville,NC,22623,776.0891938,684624276,30262.31163,10576,29.15,0.84,35.8387032,-78.8269385,35.9322689,-78.7652449,35.7976579,-78.890455
630,63045,63045,Standard,Earth City,MO,3,1.675977654,,,3,1.79,0.16,38.7699175,-90.4667501,38.7804791,-90.455472,38.7564939,-90.4802469
403,40340,40340,XX,NICHOLASVILLE,KY,726,XX,XX,XX,XX,XX,XX,37.87,-84.58,XX,XX,XX,XX
151,15148,15148,Standard,Wilmerding,PA,2814,2512.5,26440710,9396.130064,1554,1.12,0,40.3928426,-79.7876449,40.402319,-79.7726509,40.386443,-79.818568
320,32099,32099,XX,JACKSONVILLE,FL,,XX,XX,XX,XX,XX,XX,30.33,-81.65,XX,XX,XX,XX
